"Jahr";"Examensstufe";"Fachrichtung";"Geschlecht";"Hochschule";Abschlüsse der universitären Hochschulen
"2020";"Master";"Lehrkräfteausbildung Vorschule und Primarstufe";"Frau";"EPFL";0
"2020";"Master";"Lehrkräfteausbildung Vorschule und Primarstufe";"Frau";"ETHZ";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"BS";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"BE";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"FR";20
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"GE";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"LS";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"LU";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"NE";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"SG";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"UZH";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"USI";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"Andere UI";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"EPFL";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Mann";"ETHZ";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"BS";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"BE";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"FR";46
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"GE";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"LS";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"LU";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"NE";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"SG";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"UZH";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"USI";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"Andere UI";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"EPFL";0
"2020";"Master";"Lehrkräfteausbildung Sekundarstufe I (Phil. I)";"Frau";"ETHZ";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"BS";19
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"BE";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"FR";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"GE";2
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"LS";11
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"UZH";11
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"USI";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"EPFL";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Mann";"ETHZ";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"BS";44
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"BE";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"FR";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"GE";2
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"LS";5
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"LU";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"NE";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"SG";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"UZH";6
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"USI";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"EPFL";0
"2020";"Master";"Geistes- und Sozialwissenschaften übergreifend/übrige";"Frau";"ETHZ";0
"2020";"Master";"Volkswirtschaftslehre";"Mann";"BS";1
"2020";"Master";"Volkswirtschaftslehre";"Mann";"BE";27
"2020";"Master";"Volkswirtschaftslehre";"Mann";"FR";15
"2020";"Master";"Volkswirtschaftslehre";"Mann";"GE";1
"2020";"Master";"Volkswirtschaftslehre";"Mann";"LS";19
"2020";"Master";"Volkswirtschaftslehre";"Mann";"LU";3
"2020";"Master";"Volkswirtschaftslehre";"Mann";"NE";2
"2020";"Master";"Volkswirtschaftslehre";"Mann";"SG";26
"2020";"Master";"Volkswirtschaftslehre";"Mann";"UZH";27
"2020";"Master";"Volkswirtschaftslehre";"Mann";"USI";18
"2020";"Master";"Volkswirtschaftslehre";"Mann";"Andere UI";0
"2020";"Master";"Volkswirtschaftslehre";"Mann";"EPFL";0
"2020";"Master";"Volkswirtschaftslehre";"Mann";"ETHZ";0
"2020";"Master";"Volkswirtschaftslehre";"Frau";"BS";0
"2020";"Master";"Volkswirtschaftslehre";"Frau";"BE";10
"2020";"Master";"Volkswirtschaftslehre";"Frau";"FR";12
"2020";"Master";"Volkswirtschaftslehre";"Frau";"GE";0
"2020";"Master";"Volkswirtschaftslehre";"Frau";"LS";9
"2020";"Master";"Volkswirtschaftslehre";"Frau";"LU";6
"2020";"Master";"Volkswirtschaftslehre";"Frau";"NE";6
"2020";"Master";"Volkswirtschaftslehre";"Frau";"SG";11
"2020";"Master";"Volkswirtschaftslehre";"Frau";"UZH";14
"2020";"Master";"Volkswirtschaftslehre";"Frau";"USI";13
"2020";"Master";"Volkswirtschaftslehre";"Frau";"Andere UI";0
"2020";"Master";"Volkswirtschaftslehre";"Frau";"EPFL";0
"2020";"Master";"Volkswirtschaftslehre";"Frau";"ETHZ";0
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"BS";0
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"BE";103
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"FR";50
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"GE";40
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"LS";232
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"LU";0
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"NE";20
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"SG";497
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"UZH";38
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"USI";31
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"Andere UI";0
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"EPFL";0
"2020";"Master";"Betriebswirtschaftslehre";"Mann";"ETHZ";0
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"BS";0
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"BE";65
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"FR";32
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"GE";23
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"LS";125
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"LU";0
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"NE";36
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"SG";242
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"UZH";23
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"USI";18
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"Andere UI";0
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"EPFL";0
"2020";"Master";"Betriebswirtschaftslehre";"Frau";"ETHZ";0
"2020";"Master";"Betriebsinformatik";"Mann";"BS";0
"2020";"Master";"Betriebsinformatik";"Mann";"BE";0
"2020";"Master";"Betriebsinformatik";"Mann";"FR";2
"2020";"Master";"Betriebsinformatik";"Mann";"GE";2
"2020";"Master";"Betriebsinformatik";"Mann";"LS";20
"2020";"Master";"Betriebsinformatik";"Mann";"LU";0
"2020";"Master";"Betriebsinformatik";"Mann";"NE";12
"2020";"Master";"Betriebsinformatik";"Mann";"SG";0
"2020";"Master";"Betriebsinformatik";"Mann";"UZH";0
"2020";"Master";"Betriebsinformatik";"Mann";"USI";0
"2020";"Master";"Betriebsinformatik";"Mann";"Andere UI";0
"2020";"Master";"Betriebsinformatik";"Mann";"EPFL";0
"2020";"Master";"Betriebsinformatik";"Mann";"ETHZ";0
"2020";"Master";"Betriebsinformatik";"Frau";"BS";0
"2020";"Master";"Betriebsinformatik";"Frau";"BE";0
"2020";"Master";"Betriebsinformatik";"Frau";"FR";2
"2020";"Master";"Betriebsinformatik";"Frau";"GE";1
"2020";"Master";"Betriebsinformatik";"Frau";"LS";17
"2020";"Master";"Betriebsinformatik";"Frau";"LU";0
"2020";"Master";"Betriebsinformatik";"Frau";"NE";1
"2020";"Master";"Betriebsinformatik";"Frau";"SG";0
"2020";"Master";"Betriebsinformatik";"Frau";"UZH";0
"2020";"Master";"Betriebsinformatik";"Frau";"USI";0
"2020";"Master";"Betriebsinformatik";"Frau";"Andere UI";0
"2020";"Master";"Betriebsinformatik";"Frau";"EPFL";0
"2020";"Master";"Betriebsinformatik";"Frau";"ETHZ";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"BS";100
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"BE";17
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"FR";8
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"GE";12
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"LS";24
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"UZH";94
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"USI";43
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"EPFL";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Mann";"ETHZ";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"BS";44
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"BE";16
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"FR";13
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"GE";12
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"LS";8
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"LU";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"NE";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"SG";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"UZH";47
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"USI";44
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"EPFL";0
"2020";"Master";"Wirtschaftswissenschaften übergreifend/übrige";"Frau";"ETHZ";0
"2020";"Master";"Recht";"Mann";"BS";57
"2020";"Master";"Recht";"Mann";"BE";97
"2020";"Master";"Recht";"Mann";"FR";75
"2020";"Master";"Recht";"Mann";"GE";95
"2020";"Master";"Recht";"Mann";"LS";77
"2020";"Master";"Recht";"Mann";"LU";60
"2020";"Master";"Recht";"Mann";"NE";21
"2020";"Master";"Recht";"Mann";"SG";58
"2020";"Master";"Recht";"Mann";"UZH";133
"2020";"Master";"Recht";"Mann";"USI";0
"2020";"Master";"Recht";"Mann";"Andere UI";5
"2020";"Master";"Recht";"Mann";"EPFL";0
"2020";"Master";"Recht";"Mann";"ETHZ";0
"2020";"Master";"Recht";"Frau";"BS";80
"2020";"Master";"Recht";"Frau";"BE";137
"2020";"Master";"Recht";"Frau";"FR";134
"2020";"Master";"Recht";"Frau";"GE";196
"2020";"Master";"Recht";"Frau";"LS";119
"2020";"Master";"Recht";"Frau";"LU";125
"2020";"Master";"Recht";"Frau";"NE";60
"2020";"Master";"Recht";"Frau";"SG";47
"2020";"Master";"Recht";"Frau";"UZH";213
"2020";"Master";"Recht";"Frau";"USI";0
"2020";"Master";"Recht";"Frau";"Andere UI";10
"2020";"Master";"Recht";"Frau";"EPFL";0
"2020";"Master";"Recht";"Frau";"ETHZ";0
"2020";"Master";"Mathematik";"Mann";"BS";5
"2020";"Master";"Mathematik";"Mann";"BE";7
"2020";"Master";"Mathematik";"Mann";"FR";0
"2020";"Master";"Mathematik";"Mann";"GE";23
"2020";"Master";"Mathematik";"Mann";"LS";0
"2020";"Master";"Mathematik";"Mann";"LU";0
"2020";"Master";"Mathematik";"Mann";"NE";11
"2020";"Master";"Mathematik";"Mann";"SG";0
"2020";"Master";"Mathematik";"Mann";"UZH";15
"2020";"Master";"Mathematik";"Mann";"USI";0
"2020";"Master";"Mathematik";"Mann";"Andere UI";0
"2020";"Master";"Mathematik";"Mann";"EPFL";18
"2020";"Master";"Mathematik";"Mann";"ETHZ";106
"2020";"Master";"Mathematik";"Frau";"BS";8
"2020";"Master";"Mathematik";"Frau";"BE";14
"2020";"Master";"Mathematik";"Frau";"FR";3
"2020";"Master";"Mathematik";"Frau";"GE";13
"2020";"Master";"Mathematik";"Frau";"LS";0
"2020";"Master";"Mathematik";"Frau";"LU";0
"2020";"Master";"Mathematik";"Frau";"NE";5
"2020";"Master";"Mathematik";"Frau";"SG";0
"2020";"Master";"Mathematik";"Frau";"UZH";15
"2020";"Master";"Mathematik";"Frau";"USI";0
"2020";"Master";"Mathematik";"Frau";"Andere UI";0
"2020";"Master";"Mathematik";"Frau";"EPFL";7
"2020";"Master";"Mathematik";"Frau";"ETHZ";25
"2020";"Master";"Informatik";"Mann";"BS";16
"2020";"Master";"Informatik";"Mann";"BE";21
"2020";"Master";"Informatik";"Mann";"FR";10
"2020";"Master";"Informatik";"Mann";"GE";5
"2020";"Master";"Informatik";"Mann";"LS";0
"2020";"Master";"Informatik";"Mann";"LU";0
"2020";"Master";"Informatik";"Mann";"NE";1
"2020";"Master";"Informatik";"Mann";"SG";0
"2020";"Master";"Informatik";"Mann";"UZH";35
"2020";"Master";"Informatik";"Mann";"USI";40
"2020";"Master";"Informatik";"Mann";"Andere UI";8
"2020";"Master";"Informatik";"Mann";"EPFL";80
"2020";"Master";"Informatik";"Mann";"ETHZ";149
"2020";"Master";"Informatik";"Frau";"BS";2
"2020";"Master";"Informatik";"Frau";"BE";5
"2020";"Master";"Informatik";"Frau";"FR";1
"2020";"Master";"Informatik";"Frau";"GE";1
"2020";"Master";"Informatik";"Frau";"LS";0
"2020";"Master";"Informatik";"Frau";"LU";0
"2020";"Master";"Informatik";"Frau";"NE";2
"2020";"Master";"Informatik";"Frau";"SG";0
"2020";"Master";"Informatik";"Frau";"UZH";10
"2020";"Master";"Informatik";"Frau";"USI";7
"2020";"Master";"Informatik";"Frau";"Andere UI";2
"2020";"Master";"Informatik";"Frau";"EPFL";15
"2020";"Master";"Informatik";"Frau";"ETHZ";22
"2020";"Master";"Astronomie";"Mann";"BS";0
"2020";"Master";"Astronomie";"Mann";"BE";0
"2020";"Master";"Astronomie";"Mann";"FR";0
"2020";"Master";"Astronomie";"Mann";"GE";0
"2020";"Master";"Astronomie";"Mann";"LS";0
"2020";"Master";"Astronomie";"Mann";"LU";0
"2020";"Master";"Astronomie";"Mann";"NE";0
"2020";"Master";"Astronomie";"Mann";"SG";0
"2020";"Master";"Astronomie";"Mann";"UZH";0
"2020";"Master";"Astronomie";"Mann";"USI";0
"2020";"Master";"Astronomie";"Mann";"Andere UI";0
"2020";"Master";"Astronomie";"Mann";"EPFL";0
"2020";"Master";"Astronomie";"Mann";"ETHZ";0
"2020";"Master";"Astronomie";"Frau";"BS";0
"2020";"Master";"Astronomie";"Frau";"BE";0
"2020";"Master";"Astronomie";"Frau";"FR";0
"2020";"Master";"Astronomie";"Frau";"GE";0
"2020";"Master";"Astronomie";"Frau";"LS";0
"2020";"Master";"Astronomie";"Frau";"LU";0
"2020";"Master";"Astronomie";"Frau";"NE";0
"2020";"Master";"Astronomie";"Frau";"SG";0
"2020";"Master";"Astronomie";"Frau";"UZH";0
"2020";"Master";"Astronomie";"Frau";"USI";0
"2020";"Master";"Astronomie";"Frau";"Andere UI";0
"2020";"Master";"Astronomie";"Frau";"EPFL";0
"2020";"Master";"Astronomie";"Frau";"ETHZ";0
"2020";"Master";"Physik";"Mann";"BS";7
"2020";"Master";"Physik";"Mann";"BE";15
"2020";"Master";"Physik";"Mann";"FR";4
"2020";"Master";"Physik";"Mann";"GE";11
"2020";"Master";"Physik";"Mann";"LS";0
"2020";"Master";"Physik";"Mann";"LU";0
"2020";"Master";"Physik";"Mann";"NE";0
"2020";"Master";"Physik";"Mann";"SG";0
"2020";"Master";"Physik";"Mann";"UZH";6
"2020";"Master";"Physik";"Mann";"USI";0
"2020";"Master";"Physik";"Mann";"Andere UI";0
"2020";"Master";"Physik";"Mann";"EPFL";48
"2020";"Master";"Physik";"Mann";"ETHZ";140
"2020";"Master";"Physik";"Frau";"BS";2
"2020";"Master";"Physik";"Frau";"BE";3
"2020";"Master";"Physik";"Frau";"FR";0
"2020";"Master";"Physik";"Frau";"GE";1
"2020";"Master";"Physik";"Frau";"LS";0
"2020";"Master";"Physik";"Frau";"LU";0
"2020";"Master";"Physik";"Frau";"NE";0
"2020";"Master";"Physik";"Frau";"SG";0
"2020";"Master";"Physik";"Frau";"UZH";0
"2020";"Master";"Physik";"Frau";"USI";0
"2020";"Master";"Physik";"Frau";"Andere UI";0
"2020";"Master";"Physik";"Frau";"EPFL";24
"2020";"Master";"Physik";"Frau";"ETHZ";36
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"BS";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"BE";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"FR";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"GE";1
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"LS";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"UZH";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"USI";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"EPFL";41
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Mann";"ETHZ";20
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"BS";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"BE";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"FR";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"GE";1
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"LS";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"LU";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"NE";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"SG";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"UZH";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"USI";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"EPFL";6
"2020";"Master";"Exakte Wissenschaften übergreifend/übrige";"Frau";"ETHZ";1
"2020";"Master";"Chemie";"Mann";"BS";8
"2020";"Master";"Chemie";"Mann";"BE";8
"2020";"Master";"Chemie";"Mann";"FR";5
"2020";"Master";"Chemie";"Mann";"GE";12
"2020";"Master";"Chemie";"Mann";"LS";0
"2020";"Master";"Chemie";"Mann";"LU";0
"2020";"Master";"Chemie";"Mann";"NE";0
"2020";"Master";"Chemie";"Mann";"SG";0
"2020";"Master";"Chemie";"Mann";"UZH";16
"2020";"Master";"Chemie";"Mann";"USI";0
"2020";"Master";"Chemie";"Mann";"Andere UI";0
"2020";"Master";"Chemie";"Mann";"EPFL";37
"2020";"Master";"Chemie";"Mann";"ETHZ";39
"2020";"Master";"Chemie";"Frau";"BS";9
"2020";"Master";"Chemie";"Frau";"BE";4
"2020";"Master";"Chemie";"Frau";"FR";3
"2020";"Master";"Chemie";"Frau";"GE";11
"2020";"Master";"Chemie";"Frau";"LS";0
"2020";"Master";"Chemie";"Frau";"LU";0
"2020";"Master";"Chemie";"Frau";"NE";0
"2020";"Master";"Chemie";"Frau";"SG";0
"2020";"Master";"Chemie";"Frau";"UZH";14
"2020";"Master";"Chemie";"Frau";"USI";0
"2020";"Master";"Chemie";"Frau";"Andere UI";0
"2020";"Master";"Chemie";"Frau";"EPFL";26
"2020";"Master";"Chemie";"Frau";"ETHZ";13
"2020";"Master";"Biologie";"Mann";"BS";26
"2020";"Master";"Biologie";"Mann";"BE";32
"2020";"Master";"Biologie";"Mann";"FR";7
"2020";"Master";"Biologie";"Mann";"GE";15
"2020";"Master";"Biologie";"Mann";"LS";36
"2020";"Master";"Biologie";"Mann";"LU";0
"2020";"Master";"Biologie";"Mann";"NE";16
"2020";"Master";"Biologie";"Mann";"SG";0
"2020";"Master";"Biologie";"Mann";"UZH";53
"2020";"Master";"Biologie";"Mann";"USI";0
"2020";"Master";"Biologie";"Mann";"Andere UI";0
"2020";"Master";"Biologie";"Mann";"EPFL";0
"2020";"Master";"Biologie";"Mann";"ETHZ";27
"2020";"Master";"Biologie";"Frau";"BS";36
"2020";"Master";"Biologie";"Frau";"BE";44
"2020";"Master";"Biologie";"Frau";"FR";10
"2020";"Master";"Biologie";"Frau";"GE";9
"2020";"Master";"Biologie";"Frau";"LS";60
"2020";"Master";"Biologie";"Frau";"LU";0
"2020";"Master";"Biologie";"Frau";"NE";17
"2020";"Master";"Biologie";"Frau";"SG";0
"2020";"Master";"Biologie";"Frau";"UZH";74
"2020";"Master";"Biologie";"Frau";"USI";0
"2020";"Master";"Biologie";"Frau";"Andere UI";0
"2020";"Master";"Biologie";"Frau";"EPFL";0
"2020";"Master";"Biologie";"Frau";"ETHZ";40
"2020";"Master";"Erdwissenschaften";"Mann";"BS";0
"2020";"Master";"Erdwissenschaften";"Mann";"BE";7
"2020";"Master";"Erdwissenschaften";"Mann";"FR";2
"2020";"Master";"Erdwissenschaften";"Mann";"GE";6
"2020";"Master";"Erdwissenschaften";"Mann";"LS";7
"2020";"Master";"Erdwissenschaften";"Mann";"LU";0
"2020";"Master";"Erdwissenschaften";"Mann";"NE";4
"2020";"Master";"Erdwissenschaften";"Mann";"SG";0
"2020";"Master";"Erdwissenschaften";"Mann";"UZH";0
"2020";"Master";"Erdwissenschaften";"Mann";"USI";0
"2020";"Master";"Erdwissenschaften";"Mann";"Andere UI";0
"2020";"Master";"Erdwissenschaften";"Mann";"EPFL";0
"2020";"Master";"Erdwissenschaften";"Mann";"ETHZ";48
"2020";"Master";"Erdwissenschaften";"Frau";"BS";0
"2020";"Master";"Erdwissenschaften";"Frau";"BE";9
"2020";"Master";"Erdwissenschaften";"Frau";"FR";1
"2020";"Master";"Erdwissenschaften";"Frau";"GE";5
"2020";"Master";"Erdwissenschaften";"Frau";"LS";2
"2020";"Master";"Erdwissenschaften";"Frau";"LU";0
"2020";"Master";"Erdwissenschaften";"Frau";"NE";2
"2020";"Master";"Erdwissenschaften";"Frau";"SG";0
"2020";"Master";"Erdwissenschaften";"Frau";"UZH";3
"2020";"Master";"Erdwissenschaften";"Frau";"USI";0
"2020";"Master";"Erdwissenschaften";"Frau";"Andere UI";0
"2020";"Master";"Erdwissenschaften";"Frau";"EPFL";0
"2020";"Master";"Erdwissenschaften";"Frau";"ETHZ";31
"2020";"Master";"Geographie";"Mann";"BS";0
"2020";"Master";"Geographie";"Mann";"BE";26
"2020";"Master";"Geographie";"Mann";"FR";5
"2020";"Master";"Geographie";"Mann";"GE";0
"2020";"Master";"Geographie";"Mann";"LS";0
"2020";"Master";"Geographie";"Mann";"LU";0
"2020";"Master";"Geographie";"Mann";"NE";0
"2020";"Master";"Geographie";"Mann";"SG";0
"2020";"Master";"Geographie";"Mann";"UZH";31
"2020";"Master";"Geographie";"Mann";"USI";0
"2020";"Master";"Geographie";"Mann";"Andere UI";0
"2020";"Master";"Geographie";"Mann";"EPFL";0
"2020";"Master";"Geographie";"Mann";"ETHZ";0
"2020";"Master";"Geographie";"Frau";"BS";1
"2020";"Master";"Geographie";"Frau";"BE";16
"2020";"Master";"Geographie";"Frau";"FR";4
"2020";"Master";"Geographie";"Frau";"GE";0
"2020";"Master";"Geographie";"Frau";"LS";0
"2020";"Master";"Geographie";"Frau";"LU";0
"2020";"Master";"Geographie";"Frau";"NE";0
"2020";"Master";"Geographie";"Frau";"SG";0
"2020";"Master";"Geographie";"Frau";"UZH";41
"2020";"Master";"Geographie";"Frau";"USI";0
"2020";"Master";"Geographie";"Frau";"Andere UI";0
"2020";"Master";"Geographie";"Frau";"EPFL";0
"2020";"Master";"Geographie";"Frau";"ETHZ";0
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"BS";5
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"BE";11
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"FR";0
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"GE";15
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"LS";45
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"UZH";6
"2020";"Master";"Naturwissenschaften übergreifend/übrige";"Mann";"USI";0
