"Jahr";"Examensstufe";"Fachrichtung";"Geschlecht";"Hochschule";Abschlüsse der universitären Hochschulen
"2020";"Doktorat";"Christkatholische Theologie";"Frau";"SG";0
"2020";"Doktorat";"Christkatholische Theologie";"Frau";"UZH";0
"2020";"Doktorat";"Christkatholische Theologie";"Frau";"USI";0
"2020";"Doktorat";"Christkatholische Theologie";"Frau";"Andere UI";0
"2020";"Doktorat";"Christkatholische Theologie";"Frau";"EPFL";0
"2020";"Doktorat";"Christkatholische Theologie";"Frau";"ETHZ";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"BS";1
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"BE";1
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"FR";2
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"GE";1
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"LS";3
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"LU";1
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"NE";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"SG";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"UZH";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"USI";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"EPFL";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Mann";"ETHZ";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"BS";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"BE";1
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"FR";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"GE";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"LS";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"LU";2
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"NE";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"SG";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"UZH";1
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"USI";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"EPFL";0
"2020";"Doktorat";"Theologie übergreifend/übrige";"Frau";"ETHZ";0
"2020";"Doktorat";"Linguistik";"Mann";"BS";0
"2020";"Doktorat";"Linguistik";"Mann";"BE";1
"2020";"Doktorat";"Linguistik";"Mann";"FR";0
"2020";"Doktorat";"Linguistik";"Mann";"GE";1
"2020";"Doktorat";"Linguistik";"Mann";"LS";0
"2020";"Doktorat";"Linguistik";"Mann";"LU";0
"2020";"Doktorat";"Linguistik";"Mann";"NE";1
"2020";"Doktorat";"Linguistik";"Mann";"SG";0
"2020";"Doktorat";"Linguistik";"Mann";"UZH";5
"2020";"Doktorat";"Linguistik";"Mann";"USI";0
"2020";"Doktorat";"Linguistik";"Mann";"Andere UI";0
"2020";"Doktorat";"Linguistik";"Mann";"EPFL";0
"2020";"Doktorat";"Linguistik";"Mann";"ETHZ";0
"2020";"Doktorat";"Linguistik";"Frau";"BS";0
"2020";"Doktorat";"Linguistik";"Frau";"BE";2
"2020";"Doktorat";"Linguistik";"Frau";"FR";1
"2020";"Doktorat";"Linguistik";"Frau";"GE";4
"2020";"Doktorat";"Linguistik";"Frau";"LS";1
"2020";"Doktorat";"Linguistik";"Frau";"LU";0
"2020";"Doktorat";"Linguistik";"Frau";"NE";3
"2020";"Doktorat";"Linguistik";"Frau";"SG";0
"2020";"Doktorat";"Linguistik";"Frau";"UZH";1
"2020";"Doktorat";"Linguistik";"Frau";"USI";0
"2020";"Doktorat";"Linguistik";"Frau";"Andere UI";0
"2020";"Doktorat";"Linguistik";"Frau";"EPFL";0
"2020";"Doktorat";"Linguistik";"Frau";"ETHZ";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"BS";1
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"BE";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"FR";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"GE";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"LS";1
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"NE";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"UZH";4
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Mann";"ETHZ";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"BS";1
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"BE";2
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"FR";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"GE";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"LS";1
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"NE";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"UZH";5
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"USI";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Deutsche Sprach- und Literaturwissenschaften";"Frau";"ETHZ";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"BS";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"BE";1
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"FR";1
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"GE";2
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"LS";1
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"NE";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"UZH";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Mann";"ETHZ";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"BS";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"BE";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"FR";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"GE";3
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"LS";5
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"NE";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"UZH";1
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"USI";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Französische Sprach- und Literaturwissenschaften";"Frau";"ETHZ";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"BS";1
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"BE";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"FR";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"GE";1
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"LS";2
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"NE";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"UZH";1
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Mann";"ETHZ";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"BS";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"BE";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"FR";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"GE";3
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"LS";1
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"NE";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"UZH";5
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"USI";1
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Italienische Sprach- und Literaturwissenschaften";"Frau";"ETHZ";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"BS";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"BE";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"FR";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"GE";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"LS";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"NE";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"UZH";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Mann";"ETHZ";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"BS";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"BE";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"FR";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"GE";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"LS";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"NE";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"UZH";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"USI";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Rätoromanische Sprach- und Literaturwissenschaften";"Frau";"ETHZ";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"BS";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"BE";2
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"FR";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"GE";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"LS";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"LU";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"NE";1
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"SG";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"UZH";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"USI";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"Andere UI";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"EPFL";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Mann";"ETHZ";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"BS";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"BE";3
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"FR";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"GE";1
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"LS";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"LU";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"NE";1
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"SG";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"UZH";2
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"USI";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"Andere UI";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"EPFL";0
"2020";"Doktorat";"Englische Sprach- und Literaturwissenschaften";"Frau";"ETHZ";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"BS";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"BE";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"FR";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"GE";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"LS";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"LU";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"NE";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"SG";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"UZH";1
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"USI";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"Andere UI";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"EPFL";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Mann";"ETHZ";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"BS";3
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"BE";2
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"FR";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"GE";2
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"LS";2
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"LU";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"NE";1
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"SG";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"UZH";2
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"USI";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"Andere UI";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"EPFL";0
"2020";"Doktorat";"Andere moderne Sprachen Europas";"Frau";"ETHZ";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"BS";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"BE";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"FR";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"GE";1
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"LS";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"LU";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"NE";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"SG";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"UZH";2
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"USI";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"Andere UI";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"EPFL";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Mann";"ETHZ";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"BS";1
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"BE";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"FR";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"GE";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"LS";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"LU";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"NE";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"SG";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"UZH";2
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"USI";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"Andere UI";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"EPFL";0
"2020";"Doktorat";"Klassische Sprachen Europas";"Frau";"ETHZ";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"BS";2
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"BE";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"FR";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"GE";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"LS";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"LU";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"NE";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"SG";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"UZH";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"USI";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"Andere UI";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"EPFL";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Mann";"ETHZ";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"BS";2
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"BE";1
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"FR";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"GE";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"LS";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"LU";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"NE";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"SG";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"UZH";2
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"USI";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"Andere UI";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"EPFL";0
"2020";"Doktorat";"Andere nichteuropäische Sprachen";"Frau";"ETHZ";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"BS";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"BE";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"FR";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"GE";1
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"LS";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"LU";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"NE";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"SG";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"UZH";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"USI";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"Andere UI";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"EPFL";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Mann";"ETHZ";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"BS";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"BE";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"FR";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"GE";2
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"LS";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"LU";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"NE";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"SG";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"UZH";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"USI";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"Andere UI";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"EPFL";0
"2020";"Doktorat";"Dolmetschen und Übersetzung";"Frau";"ETHZ";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"BS";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"BE";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"FR";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"GE";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"LS";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"LU";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"NE";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"SG";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"UZH";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"USI";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"Andere UI";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"EPFL";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Mann";"ETHZ";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"BS";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"BE";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"FR";1
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"GE";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"LS";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"LU";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"NE";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"SG";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"UZH";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"USI";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"Andere UI";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"EPFL";0
"2020";"Doktorat";"Sprach- und Literaturwissenschaften übergreifend/übrige";"Frau";"ETHZ";0
"2020";"Doktorat";"Philosophie";"Mann";"BS";1
"2020";"Doktorat";"Philosophie";"Mann";"BE";0
"2020";"Doktorat";"Philosophie";"Mann";"FR";1
"2020";"Doktorat";"Philosophie";"Mann";"GE";2
"2020";"Doktorat";"Philosophie";"Mann";"LS";4
"2020";"Doktorat";"Philosophie";"Mann";"LU";0
"2020";"Doktorat";"Philosophie";"Mann";"NE";0
"2020";"Doktorat";"Philosophie";"Mann";"SG";0
"2020";"Doktorat";"Philosophie";"Mann";"UZH";5
"2020";"Doktorat";"Philosophie";"Mann";"USI";0
"2020";"Doktorat";"Philosophie";"Mann";"Andere UI";0
"2020";"Doktorat";"Philosophie";"Mann";"EPFL";0
"2020";"Doktorat";"Philosophie";"Mann";"ETHZ";0
"2020";"Doktorat";"Philosophie";"Frau";"BS";2
"2020";"Doktorat";"Philosophie";"Frau";"BE";2
"2020";"Doktorat";"Philosophie";"Frau";"FR";3
"2020";"Doktorat";"Philosophie";"Frau";"GE";0
"2020";"Doktorat";"Philosophie";"Frau";"LS";1
"2020";"Doktorat";"Philosophie";"Frau";"LU";2
"2020";"Doktorat";"Philosophie";"Frau";"NE";2
"2020";"Doktorat";"Philosophie";"Frau";"SG";0
"2020";"Doktorat";"Philosophie";"Frau";"UZH";3
"2020";"Doktorat";"Philosophie";"Frau";"USI";0
"2020";"Doktorat";"Philosophie";"Frau";"Andere UI";0
"2020";"Doktorat";"Philosophie";"Frau";"EPFL";0
"2020";"Doktorat";"Philosophie";"Frau";"ETHZ";0
"2020";"Doktorat";"Archäologie, Ur- und Frühgeschichte";"Mann";"BS";5
